timestamp,target,cmi,level,error,authority,emotional,logical,statistical,hype,clickbait,propaganda,fear,enemy_frame,disclaimer_exploit,anonymous_authority,naked_number,sexual_induction,beauty_diet,human_label,riskfactor,others
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\0326\AD_001_20260326.txt,61.4,HIGH,,1,0.797,1,1,1,0,0,0.273,0.342,0,0.091,1,0,0,HIGH,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\0326\AD_002_20260326.txt,37.9,MEDIUM,,0,0.136,1,1,0.328,0,0,0.328,0.409,0,0,1,0,0,HIGH,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\0326\AD_019_20260326.txt,11.9,LOW,,0,0.059,0,0.235,0,0,0,0,1,0,0,0,0,0,MIDDLE,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\0326\AD_020_20260326.txt,35.4,MEDIUM,,0.31,0.226,0.678,1,0.232,0,0,0.077,0.194,0,0,1,0,0,HIGH,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\0326\BL_014_20660326.txt,,ERROR,[Error] テキストが短すぎます（50文字未満）,,,,,,,,,,,,,,,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\0326\BL_015_20260326.txt,35.2,MEDIUM,,0,1,0,0.798,0,0,0,0,1,0,0,1,0,0,MIDDLE,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\0326\BL_017_20260326.txt,11.9,LOW,,0,0.059,0,0.236,0,0,0,0,1,0,0,0,0,0,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\0326\Bl_018_20260326.txt,15.4,LOW,,0,0.152,1,0,0.73,0,0,0,0,0,0,0,0,0,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\0326\SN_003_20260326.txt,18,LOW,,0,0,0,1,0,0,0,0,0,0,0,0,1,0,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\0326\SN_004_20260326.txt,61.8,HIGH,,0.651,1,1,1,1,0,0,1,0,0,0,1,0,0,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\0326\SN_005_20260326.txt,33.7,LOW,,0,0.466,0,0.931,1,0,0,0,1,0,0,0,0,1,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\0326\SN_006_20260326.txt,14,LOW,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\0326\SN_007_20260326.txt,23.1,LOW,,0,0.157,0,1,0,0,0,0,0.943,0,0,0,0,0,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\0326\SN_008_20260326.txt,7.2,LOW,,0,0.324,0,0,0,0,0,0,0,0,0,0,1,0,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\0326\SN_009_20260326.txt,27.2,LOW,,0,0.519,1,1,0,0,0,0,0,0,0,0,0,0,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\0326\SN_010_20260326.txt,18,LOW,,0,1,0,0,1,0,0,0,0,0,0,0,0,1,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\0326\SN_011_20260326.txt,0,LOW,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\0326\SN_012_20260326.txt,10.6,LOW,,0,0.264,1,0,0,0,0,0,0,0,0,0,0,0,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\0326\SN_013_20260326.txt,33.6,LOW,,0,0.694,0,1,0,0,0,0,0.833,0,0,1,0,0,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\0326\SN_014_20260326.txt,0,LOW,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\0326\SN_015_20260326.txt,14,LOW,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\0326\WEB_016_20260326.txt,49,MEDIUM,,0.791,0.311,0.467,1,0.746,0,0,0.373,0.467,0,0,1,0,0,h,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\0331\AD_028_20260331.txt,36.4,MEDIUM,,0.057,0.251,0.501,1,0,0,0,0.229,0.358,0,0.076,1,1,0,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\0331\Bl_026_20260331.txt,29.5,LOW,,0,0.859,1,0,0,0,0,0,0.859,0,0,1,0,0,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\0331\SN_021_20260331.txt,26,LOW,,0,1,0,0,0,0,0,1,1,0,0,0,0,0,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\0331\SN_027_20260331.txt,14,LOW,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\0331\SN_24_20260331.txt,15.5,LOW,,0,0.147,0,1,0,0,0,0,0,0,0,0,0,0,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\0331\WEB_022_20260331.txt,38,MEDIUM,,0.722,0.469,0.704,1,0.282,0,0,0,0.352,0,0,0,0,0.352,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\0331\WEB_023_20260331.txt,33.7,LOW,,1,0.217,0,0.65,0.13,0.325,0,0.52,0.488,0,0,0,0,0,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\0401\AD_030_20260401.txt,2.9,LOW,,0,0.286,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\0401\WEB_031_20260401.txt,20.6,LOW,,0,0.457,1,0,0,0,0,0,1,0,0,0,0,0,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\0401\WEB_032_20260401.txt,15,LOW,,0,0.101,0,1,0,0,0,0,0,0,0,0,0,0,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\0401\WEB_033_20260401.txt,44.6,MEDIUM,,0.187,0.791,1,1,0.173,0,0,0.345,1,0,0.058,0,0,0,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\0402\AD_034_20260402.txt,46.4,MEDIUM,,0,0.131,1,1,0,0,0,0.63,1,0,0,1,1,0,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\0402\AD_035_20260402.txt,40.9,MEDIUM,,0.317,0.198,0.396,1,0,0,0,0,1,0,0,1,1,0,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\0402\AD_036_20260402.txt,0,LOW,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\0402\AD_037_20260402.txt,14,LOW,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\0402\AD_038_20260402.txt,20.5,LOW,,0,0.222,0,1,0,0,0,0,0,0,0.71,0,0,0,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\0402\AD_039_20260402.txt,31.8,LOW,,0,1,0,1,0,0,0,0,0,0,0.305,1,0,0,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\0402\AD_040_20260402.txt,25.3,LOW,,0,0.181,0,1,0.434,0,0,0,0,0,0,1,0,0,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\0402\AD_041_20260402.txt,10,LOW,,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\0402\AD_042_20260402.txt,24,LOW,,0.086,0.061,0,1,0.293,0,0,0,0,0,0,1,0,0,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\0402\AD_043_20260402.txt,14.6,LOW,,0,0.063,0,1,0,0,0,0,0,0,0,0,0,0,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\0402\AD_044_20260402.txt,14,LOW,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\0402\AD_045_20260402.txt,0,LOW,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\0402\AD_046_20260402.txt,0,LOW,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\0402\AD_047_20260402.txt,14,LOW,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\0402\AD_048_20260402.txt,15,LOW,,0,0.105,0,1,0,0,0,0,0,0,0,0,0,0,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\0402\AD_049_20260402.txt,14,LOW,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\0402\AD_050_20260402.txt,14,LOW,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\0402\AD_051_20260402.txt,14,LOW,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\0402\AD_052_20260402.txt,14,LOW,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\0402\AD_053_20260402.txt,10,LOW,,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\0402\AD_054_20260402.txt,24,LOW,,0.086,0.061,0,1,0.293,0,0,0,0,0,0,1,0,0,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\0402\BL_034_20260402.txt,10,LOW,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\0402\WEB_035_20260402.txt,20.4,LOW,,1,0.836,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\0402\WEB_043_20260402.txt,8.3,LOW,,0,0.232,0,0,0,0,0,0,0,0,0,1,0,0,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\0403\AD_58_20260403.txt,35.5,MEDIUM,,0.496,0.103,0.621,0.827,0,0,0,0,0,0,1,1,0,0,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\0403\BL_060_20260403.txt,39,MEDIUM,,0,0.172,1,1,0.331,0,0,0,0.827,0,0,1,0,0.827,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\0403\note_059_20260403.txt,27.3,LOW,,0,0.126,0.755,1,0,0,0,0,0,0,0,1,0,0,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\0403\note_062_20260403.txt,42.1,MEDIUM,,1,0.872,0,0,0.838,0,0,0.838,1,0,0,0,0,0,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\0403\SN_061_20260403.txt,16.8,LOW,,0,0.875,1,0,0,0,0,0,0,0,0,0,0,0,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\0403\WEB_063_20260403.txt,32.7,LOW,,0,0.376,1,0.941,0.226,0,0,0,0,0,0,1,0,0,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\0403\WEB_064_watami_csr2012.txt,29.5,LOW,,0,0.749,1,0.998,0,0,0,0,0,0,0,0,0,0,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\0404\AD_065_20260404.txt,46.3,MEDIUM,,0,0.13,1,1,0,0,0,0.623,1,0,0,1,1,0,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\0404\AD_067_20260404.txt,40.3,MEDIUM,,0.295,0.184,0.368,1,0,0,0,0,1,0,0,1,0.983,0,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\0404\AD_068_20260404.txt,0,LOW,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\0404\AD_070_20260404.txt,27.1,LOW,,0,0.104,0.313,1,1,0,0,0,0,0,0.251,0,0,0,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\0404\AD_071_20260404.txt,14,LOW,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\0404\AD_072_20260404.txt,19.9,LOW,,0,0.203,0,1,0,0,0,0,0,0,0.648,0,0,0,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\0404\AD_073_20260404.txt,31.8,LOW,,0,1,0,1,0,0,0,0,0,0,0.296,1,0,0,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\0404\AD_074_20260404.txt,25.4,LOW,,0,0.183,0,1,0.44,0,0,0,0,0,0,1,0,0,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\0404\AD_076_20260404.txt,10,LOW,,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\0404\AD_079_20260404.txt,22.2,LOW,,0.032,0.037,0,1,0.178,0,0,0,0,0,0,1,0,0,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\0404\AD_084_20260404.txt,7.9,LOW,,0,0.191,0,0,0,0,0,0,0,0,0,1,0,0,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\0404\note_085_20260404.txt,36,MEDIUM,,0,0,0,1,1,0,0,0,1,0,0,1,0,0,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\0405\note_087_20260405.txt,37.8,MEDIUM,,0.678,0.636,1,0,0,0,0.424,0.339,1,0,0.113,0,0.565,0,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\0405\SN_086_20260405.txt,24,LOW,,0,1,0,0,1,0,0,0,0,0,0,1,0,0,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\0406\Web_088_20260406.txt,44.7,MEDIUM,,1,0.277,0.554,1,0,0,0,0.443,1,0,0,0,0,0,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\0406\Web_089_20260406.txt,37.1,MEDIUM,,0,0.22,1,1,0.081,0,0,0.122,0.153,0,0,1,1,0,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\0406\Web_090_20260406.txt,1.5,LOW,,0,0.153,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\0406\Web_091_20260406.txt,29.6,LOW,,0.042,0.24,0.721,1,0.289,0,0,0.577,0,0,0,0,0,0,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\0406\Web_092_20260406.txt,5.4,LOW,,0,0.54,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\0406\Web_093_20260406.txt,0,LOW,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\0406\Web_094_20260406.txt,32.2,LOW,,0.275,0.154,0.927,1,0.741,0,0,0,0,0,0,0,0,0,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\0406\Web_095_20260406.txt,9.8,LOW,,0,0.177,1,0,0,0,0,0,0,0,0,0,0,0,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\0409\note_096_20260409.txt,22.9,LOW,,0,0.289,1,0,0,0,0,1,0,0,0,0,1,0,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\0409\note_097_20260409.txt,8.7,LOW,,0,0.07,1,0,0,0,0,0,0,0,0,0,0,0,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\0409\note_098_20260409.txt,40.1,MEDIUM,,0.174,0.177,1,1,0.51,0,0.213,0.17,1,0,0,0,0,0,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\0409\SN_099_20260409.txt,8,LOW,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\0409\SN_100_20260409.txt,26,LOW,,0,1,0,0,1,0,0,0,1,0,0,0,0,0,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\book\kimiwanazehatarakuka\ch1.txt,35,MEDIUM,,0.301,0.812,1,0.842,0.433,0,0,0,0,0,0,0,0,0,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\book\kimiwanazehatarakuka\ch2.txt,27.7,LOW,,0.548,0.469,1,0.104,0.751,0,0,0.125,0,0,0,0,0,0,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\book\kimiwanazehatarakuka\ch3.txt,27,LOW,,0.492,0.487,1,0.205,0.369,0,0,0,0.307,0,0,0,0,0,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\book\kimiwanazehatarakuka\ch4.txt,23.4,LOW,,0,0.434,1,0.145,0.694,0,0,0,0.434,0,0,0,0,0,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\book\kimiwanazehatarakuka\ch5.txt,35.2,MEDIUM,,0,0.789,1,0.421,0.757,0,0,0.126,0.789,0,0,0,0,0,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\book\kimiwanazehatarakuka\ch6.txt,38.2,MEDIUM,,0.506,0.211,1,0.422,0.506,0,0,0.506,1,0,0,0,0,0,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\book\kyouikunohoukai\ch1.txt,44,MEDIUM,,0.256,0.381,1,0.814,0.366,0,0,0.854,1,0,0,0,0,0,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\book\kyouikunohoukai\ch2.txt,34.7,LOW,,0.272,0.684,1,1,0.328,0,0,0,0,0,0,0,0,0,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\book\kyouikunohoukai\ch3.txt,33.8,LOW,,0.257,0.467,1,1,0.354,0,0,0,0.147,0,0,0,0,0,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\book\kyouikunohoukai\ch4.txt,38.1,MEDIUM,,0.751,0.383,1,1,0.184,0,0,0,0.23,0,0,0,0,0,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\book\kyouikunohoukai\ch5.txt,35.7,MEDIUM,,0.423,0.223,1,1,0.306,0,0,0.306,0.191,0,0,0,0,0,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\scan\note111.txt,26.6,LOW,,0,0.264,0,1,0,0,0,0,0,0,0,1,1,0,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\scan\note112.txt,42.5,MEDIUM,,0,1,0.564,1,0,0,1,0,0,0,0,1,1,0,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\scan\note113.txt,27.9,LOW,,0,0.594,1,0,0.317,0,0,0.634,0.792,0,0,0,0,0,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\scan\note114.txt,43.7,MEDIUM,,0.394,0.984,1,0,0.394,0,0,1,0.492,0,0,1,0,0,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\scan\note115.txt,24.2,LOW,,0,0.215,1,1,0,0,0,0,0,0,0,0,0,0,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\scan\note116.txt,48.6,MEDIUM,,1,0.954,1,1,0,0,0,0,0.636,0,0,0,0,0,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\scan\note117.txt,39.7,MEDIUM,,1,0.518,0.414,0.276,0.166,0,0,1,0,0,0,1,0,0,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\scan\note118.txt,38,MEDIUM,,1,1,1,0,0,0,0,0,1,0,0,0,0,0,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\scan\note119.txt,30,LOW,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\scan\note120.txt,37.6,MEDIUM,,1,1,1,0,0,0,0,0,0.948,0,0,0,0,0,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\scan\note121.txt,38,MEDIUM,,1,1,1,0,1,0,0,0,0,0,0,0,0,0,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\scan\note122.txt,38,MEDIUM,,1,1,1,0,0,0,0,0,1,0,0,0,0,0,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\scan\note123.txt,30,LOW,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\scan\note124.txt,30,LOW,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\scan\note125.txt,23.9,LOW,,1,0.394,1,0,0,0,0,0,0,0,0,0,0,0,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\scan\note126.txt,45.7,MEDIUM,,0.141,0.141,0.933,1,0.136,0,1,1,1,0,0,0,0,0,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\scan\note127.txt,47.7,MEDIUM,,0.221,0.165,1,1,0.495,0,0.371,1,1,0,0,0,0,0,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\scan\note128.txt,36.4,MEDIUM,,0.556,0.08,1,0.322,0.064,0.08,1,0.45,1,0,0,0,0,0,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\scan\note129.txt,30,LOW,,0,0.208,0,1,0,0,0,0.997,0,0,0,1,0,0,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\scan\note130.txt,47.8,MEDIUM,,0.332,0.143,1,1,0.311,0.311,0.156,1,1,0,0,0,0,0,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\scan\note131.txt,67.6,HIGH,,0.417,1,1,1,0.58,0,0.885,1,1,0,0.064,1,0,0,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\scan\web101.txt,20.3,LOW,,0,0.631,1,0,0,0,0,0,0,0,0,1,0,0,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\scan\web102.txt,51.4,MEDIUM,,1,0.502,1,1,0,0,0,0.803,0,0,0,1,0,0,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\scan\web103.txt,26.5,LOW,,0,0.567,0.85,1,0,0,0,0,0,0,0,0,0,0,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\scan\web104.txt,35.7,MEDIUM,,0.751,0.469,1,1,0,0,0,0,0,0,0,0,0,0,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\scan\web105.txt,23.3,LOW,,0,0.126,1,1,0,0,0,0,0,0,0,0,0,0,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\scan\web106.txt,41.6,MEDIUM,,1,0.759,1,1,0,0,0,0,0,0,0,0,0,0,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\scan\web107.txt,34.1,LOW,,0,0.594,1,0.297,0,0,0,0.357,0.891,0,0,1,0,0,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\scan\web108.txt,34.5,LOW,,0.915,0.381,1,0,0.458,0,0,0,1,0,0,0,0,0,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\scan\web109.txt,34,LOW,,0,1,1,0,1,0,0,0,1,0,0,0,0,0,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\scan\web110.txt,34.9,LOW,,0.712,0.099,1,0.396,1,0,0,0.475,0,0,0,0,0,0,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\scan\web132.txt,16.5,LOW,,0,0.249,0,0.997,0,0,0,0,0,0,0,0,0,0,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\scan\web133.txt,16.7,LOW,,0,0.272,0,1,0,0,0,0,0,0,0,0,0,0,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\scan\web134.txt,0,LOW,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\scan\web135.txt,52,MEDIUM,,0.496,0.207,1,1,1,0,0,1,0,0,0,1,0,0,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\scan\web136.txt,12.8,LOW,,0,0.044,0.266,0,0.851,0,0,0.426,0,0,0,0,0,0,,,
2026/4/10 11:54,D:\r8_strategy\corpus\phase2\scan\web137.txt,40.6,MEDIUM,,1,0.022,0.264,1,0.423,0,0,0.317,0.793,0,0,0,0,0,,,
