file,cmi,level,authority,emotional,logical,statistical,hype,clickbait,propaganda,fear,enemy_frame,disclaimer_exploit,anonymous_authority,naked_number,sexual_induction,beauty_diet
corpus/corpus語彙/語彙候補.txt,34.0,LOW    ⚠,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
corpus/phase2/AD_001_20260326.txt,61.4,HIGH   ⚠⚠⚠,1.0,0.797,1.0,1.0,1.0,0.0,0.0,0.273,0.342,0.0,0.091,1.0,0.0,0.0
corpus/phase2/AD_002_20260326.txt,37.9,MEDIUM ⚠⚠,0.0,0.136,1.0,1.0,0.328,0.0,0.0,0.328,0.409,0.0,0.0,1.0,0.0,0.0
corpus/phase2/AD_019_20260326.txt,11.9,LOW    ⚠,0.0,0.059,0.0,0.235,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
corpus/phase2/AD_020_20260326.txt,35.4,MEDIUM ⚠⚠,0.31,0.226,0.678,1.0,0.232,0.0,0.0,0.077,0.194,0.0,0.0,1.0,0.0,0.0
corpus/phase2/AD_028_20260331.txt,36.4,MEDIUM ⚠⚠,0.057,0.251,0.501,1.0,0.0,0.0,0.0,0.229,0.358,0.0,0.076,1.0,1.0,0.0
corpus/phase2/AD_030_20260401.txt,2.9,LOW    ⚠,0.0,0.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
corpus/phase2/AD_034_20260402.txt,46.4,MEDIUM ⚠⚠,0.0,0.131,1.0,1.0,0.0,0.0,0.0,0.63,1.0,0.0,0.0,1.0,1.0,0.0
corpus/phase2/AD_035_20260402.txt,40.9,MEDIUM ⚠⚠,0.317,0.198,0.396,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
corpus/phase2/AD_036_20260402.txt,0.0,LOW    ⚠,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
corpus/phase2/AD_037_20260402.txt,14.0,LOW    ⚠,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
corpus/phase2/AD_038_20260402.txt,20.5,LOW    ⚠,0.0,0.222,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0
corpus/phase2/AD_039_20260402.txt,31.8,LOW    ⚠,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.305,1.0,0.0,0.0
corpus/phase2/AD_040_20260402.txt,25.3,LOW    ⚠,0.0,0.181,0.0,1.0,0.434,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
corpus/phase2/AD_041_20260402.txt,10.0,LOW    ⚠,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
corpus/phase2/AD_042_20260402.txt,24.0,LOW    ⚠,0.086,0.061,0.0,1.0,0.293,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
corpus/phase2/AD_043_20260402.txt,14.6,LOW    ⚠,0.0,0.063,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
corpus/phase2/AD_044_20260402.txt,14.0,LOW    ⚠,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
corpus/phase2/AD_045_20260402.txt,0.0,LOW    ⚠,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
corpus/phase2/AD_046_20260402.txt,0.0,LOW    ⚠,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
corpus/phase2/AD_047_20260402.txt,14.0,LOW    ⚠,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
corpus/phase2/AD_048_20260402.txt,15.0,LOW    ⚠,0.0,0.105,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
corpus/phase2/AD_049_20260402.txt,14.0,LOW    ⚠,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
corpus/phase2/AD_050_20260402.txt,14.0,LOW    ⚠,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
corpus/phase2/AD_051_20260402.txt,14.0,LOW    ⚠,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
corpus/phase2/AD_052_20260402.txt,14.0,LOW    ⚠,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
corpus/phase2/AD_053_20260402.txt,10.0,LOW    ⚠,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
corpus/phase2/AD_054_20260402.txt,24.0,LOW    ⚠,0.086,0.061,0.0,1.0,0.293,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
corpus/phase2/AD_065_20260404.txt,46.3,MEDIUM ⚠⚠,0.0,0.13,1.0,1.0,0.0,0.0,0.0,0.623,1.0,0.0,0.0,1.0,1.0,0.0
corpus/phase2/AD_067_20260404.txt,40.3,MEDIUM ⚠⚠,0.295,0.184,0.368,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.983,0.0
corpus/phase2/AD_068_20260404.txt,0.0,LOW    ⚠,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
corpus/phase2/AD_070_20260404.txt,27.1,LOW    ⚠,0.0,0.104,0.313,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.251,0.0,0.0,0.0
corpus/phase2/AD_071_20260404.txt,14.0,LOW    ⚠,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
corpus/phase2/AD_072_20260404.txt,19.9,LOW    ⚠,0.0,0.203,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.648,0.0,0.0,0.0
corpus/phase2/AD_073_20260404.txt,31.8,LOW    ⚠,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.296,1.0,0.0,0.0
corpus/phase2/AD_074_20260404.txt,25.4,LOW    ⚠,0.0,0.183,0.0,1.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
corpus/phase2/AD_076_20260404.txt,10.0,LOW    ⚠,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
corpus/phase2/AD_079_20260404.txt,22.2,LOW    ⚠,0.032,0.037,0.0,1.0,0.178,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
corpus/phase2/AD_084_20260404.txt,7.9,LOW    ⚠,0.0,0.191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
corpus/phase2/AD_58_20260403.txt,35.5,MEDIUM ⚠⚠,0.496,0.103,0.621,0.827,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
corpus/phase2/BL_015_20260326.txt,35.2,MEDIUM ⚠⚠,0.0,1.0,0.0,0.798,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
corpus/phase2/BL_017_20260326.txt,11.9,LOW    ⚠,0.0,0.059,0.0,0.236,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
corpus/phase2/BL_034_20260402.txt,10.0,LOW    ⚠,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
corpus/phase2/BL_060_20260403.txt,39.0,MEDIUM ⚠⚠,0.0,0.172,1.0,1.0,0.331,0.0,0.0,0.0,0.827,0.0,0.0,1.0,0.0,0.827
corpus/phase2/Bl_018_20260326.txt,15.4,LOW    ⚠,0.0,0.152,1.0,0.0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
corpus/phase2/Bl_026_20260331.txt,29.5,LOW    ⚠,0.0,0.859,1.0,0.0,0.0,0.0,0.0,0.0,0.859,0.0,0.0,1.0,0.0,0.0
corpus/phase2/SN_003_20260326.txt,18.0,LOW    ⚠,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
corpus/phase2/SN_004_20260326.txt,61.8,HIGH   ⚠⚠⚠,0.651,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
corpus/phase2/SN_005_20260326.txt,33.7,LOW    ⚠,0.0,0.466,0.0,0.931,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
corpus/phase2/SN_006_20260326.txt,14.0,LOW    ⚠,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
corpus/phase2/SN_007_20260326.txt,23.1,LOW    ⚠,0.0,0.157,0.0,1.0,0.0,0.0,0.0,0.0,0.943,0.0,0.0,0.0,0.0,0.0
corpus/phase2/SN_008_20260326.txt,7.2,LOW    ⚠,0.0,0.324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
corpus/phase2/SN_009_20260326.txt,27.2,LOW    ⚠,0.0,0.519,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
corpus/phase2/SN_010_20260326.txt,18.0,LOW    ⚠,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
corpus/phase2/SN_011_20260326.txt,0.0,LOW    ⚠,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
corpus/phase2/SN_012_20260326.txt,10.6,LOW    ⚠,0.0,0.264,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
corpus/phase2/SN_013_20260326.txt,33.6,LOW    ⚠,0.0,0.694,0.0,1.0,0.0,0.0,0.0,0.0,0.833,0.0,0.0,1.0,0.0,0.0
corpus/phase2/SN_014_20260326.txt,0.0,LOW    ⚠,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
corpus/phase2/SN_015_20260326.txt,14.0,LOW    ⚠,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
corpus/phase2/SN_021_20260331.txt,26.0,LOW    ⚠,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
corpus/phase2/SN_027_20260331.txt,14.0,LOW    ⚠,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
corpus/phase2/SN_061_20260403.txt,16.8,LOW    ⚠,0.0,0.875,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
corpus/phase2/SN_086_20260405.txt,24.0,LOW    ⚠,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
corpus/phase2/SN_24_20260331.txt,15.5,LOW    ⚠,0.0,0.147,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
corpus/phase2/WEB_016_20260326.txt,49.0,MEDIUM ⚠⚠,0.791,0.311,0.467,1.0,0.746,0.0,0.0,0.373,0.467,0.0,0.0,1.0,0.0,0.0
corpus/phase2/WEB_022_20260331.txt,38.0,MEDIUM ⚠⚠,0.722,0.469,0.704,1.0,0.282,0.0,0.0,0.0,0.352,0.0,0.0,0.0,0.0,0.352
corpus/phase2/WEB_023_20260331.txt,33.7,LOW    ⚠,1.0,0.217,0.0,0.65,0.13,0.325,0.0,0.52,0.488,0.0,0.0,0.0,0.0,0.0
corpus/phase2/WEB_031_20260401.txt,20.6,LOW    ⚠,0.0,0.457,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
corpus/phase2/WEB_032_20260401.txt,15.0,LOW    ⚠,0.0,0.101,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
corpus/phase2/WEB_033_20260401.txt,44.6,MEDIUM ⚠⚠,0.187,0.791,1.0,1.0,0.173,0.0,0.0,0.345,1.0,0.0,0.058,0.0,0.0,0.0
corpus/phase2/WEB_035_20260402.txt,20.4,LOW    ⚠,1.0,0.836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
corpus/phase2/WEB_043_20260402.txt,8.3,LOW    ⚠,0.0,0.232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
corpus/phase2/WEB_063_20260403.txt,32.7,LOW    ⚠,0.0,0.376,1.0,0.941,0.226,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
corpus/phase2/WEB_064_watami_csr2012.txt,29.5,LOW    ⚠,0.0,0.749,1.0,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
corpus/phase2/WEB_asyura_cult48_413.txt,44.7,MEDIUM ⚠⚠,1.0,0.277,0.554,1.0,0.0,0.0,0.0,0.443,1.0,0.0,0.0,0.0,0.0,0.0
corpus/phase2/mi-mollet.com_articles_-_54022_layout=b.txt,1.5,LOW    ⚠,0.0,0.153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
corpus/phase2/note_059_20260403.txt,27.3,LOW    ⚠,0.0,0.126,0.755,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
corpus/phase2/note_062_20260403.txt,42.1,MEDIUM ⚠⚠,1.0,0.872,0.0,0.0,0.838,0.0,0.0,0.838,1.0,0.0,0.0,0.0,0.0,0.0
corpus/phase2/note_085_20260404.txt,36.0,MEDIUM ⚠⚠,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
corpus/phase2/note_087_20260405.txt,37.8,MEDIUM ⚠⚠,0.678,0.636,1.0,0.0,0.0,0.0,0.424,0.339,1.0,0.0,0.113,0.0,0.565,0.0
corpus/phase2/president.jp_articles_-_70000.txt,0.0,LOW    ⚠,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
corpus/phase2/r25.jp_.txt,5.4,LOW    ⚠,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
corpus/phase2/www.ch-plyo.net_post_%E7%B5%84%E7%B9%94%E3%83%AA%E3%83%BC%E3%83%80%E3%83%BC%E3%8.txt,32.2,LOW    ⚠,0.275,0.154,0.927,1.0,0.741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
corpus/phase2/www.hrpro.co.jp_keiei_articles_series_3739.txt,9.8,LOW    ⚠,0.0,0.177,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
corpus/phase2/www.staff-tokai.co.jp_recruit_column_3168_.txt,29.6,LOW    ⚠,0.042,0.24,0.721,1.0,0.289,0.0,0.0,0.577,0.0,0.0,0.0,0.0,0.0,0.0
corpus/phase2/www.world-of-dawkins.com_sefure.txt,37.1,MEDIUM ⚠⚠,0.0,0.22,1.0,1.0,0.081,0.0,0.0,0.122,0.153,0.0,0.0,1.0,1.0,0.0
corpus/phase2/book/kimiwanazehatarakuka/ch1.txt,35.0,MEDIUM ⚠⚠,0.301,0.812,1.0,0.842,0.433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
corpus/phase2/book/kimiwanazehatarakuka/ch2.txt,27.7,LOW    ⚠,0.548,0.469,1.0,0.104,0.751,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0
corpus/phase2/book/kimiwanazehatarakuka/ch3.txt,27.0,LOW    ⚠,0.492,0.487,1.0,0.205,0.369,0.0,0.0,0.0,0.307,0.0,0.0,0.0,0.0,0.0
corpus/phase2/book/kimiwanazehatarakuka/ch4.txt,23.4,LOW    ⚠,0.0,0.434,1.0,0.145,0.694,0.0,0.0,0.0,0.434,0.0,0.0,0.0,0.0,0.0
corpus/phase2/book/kimiwanazehatarakuka/ch5.txt,35.2,MEDIUM ⚠⚠,0.0,0.789,1.0,0.421,0.757,0.0,0.0,0.126,0.789,0.0,0.0,0.0,0.0,0.0
corpus/phase2/book/kimiwanazehatarakuka/ch6.txt,38.2,MEDIUM ⚠⚠,0.506,0.211,1.0,0.422,0.506,0.0,0.0,0.506,1.0,0.0,0.0,0.0,0.0,0.0
corpus/phase2/book/kyouikunohoukai/ch1.txt,44.0,MEDIUM ⚠⚠,0.256,0.381,1.0,0.814,0.366,0.0,0.0,0.854,1.0,0.0,0.0,0.0,0.0,0.0
corpus/phase2/book/kyouikunohoukai/ch2.txt,34.7,LOW    ⚠,0.272,0.684,1.0,1.0,0.328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
corpus/phase2/book/kyouikunohoukai/ch3.txt,33.8,LOW    ⚠,0.257,0.467,1.0,1.0,0.354,0.0,0.0,0.0,0.147,0.0,0.0,0.0,0.0,0.0
corpus/phase2/book/kyouikunohoukai/ch4.txt,38.1,MEDIUM ⚠⚠,0.751,0.383,1.0,1.0,0.184,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0
corpus/phase2/book/kyouikunohoukai/ch5.txt,35.7,MEDIUM ⚠⚠,0.423,0.223,1.0,1.0,0.306,0.0,0.0,0.306,0.191,0.0,0.0,0.0,0.0,0.0
